filename,depth,qops,swap_count,final_depth,time
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_4.json,700,,1153,1658,0.8759
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_5.json,700,,1171,1591,0.941
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_6.json,700,,1197,1618,0.9388
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_7.json,700,,1155,1585,0.942
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_8.json,700,,1160,1582,0.9299
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_700CYC_QSE_9.json,700,,1202,1637,0.9296
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,800,,1337,1910,1.0131
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,800,,1377,1779,1.0928
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_2.json,800,,1260,1978,1.0277
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,800,,1349,2084,1.1022
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_4.json,800,,1321,1849,1.0344
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,,1390,2063,1.1066
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,800,,1336,1846,1.0497
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,,1287,2044,1.3064
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,,1316,1878,1.0268
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,,1305,1892,1.0182
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,900,,1436,1993,1.3116
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,,1476,2054,2.7449
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,,1517,2000,2.2117
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,900,,1444,2188,1.7217
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,900,,1498,2072,1.7182
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,,1513,2000,1.9116
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,,1491,2197,1.1562
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,,1428,2233,1.1329
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,,1563,2257,1.1903
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,900,,1526,2097,1.2797
